Safety Property Mostyn V11,"Old Verifier (tptp)
IV Base","Old Verifier (tptp)
IV Step","Old Verifier
(tptp)
Final IV 
Result","Old Verifier
(tptp)
run time in
seconds","Old Verifier
(tptp)
BMC 100
steps","New Verifier
IV Base","New Verifier
IV Step","New Verifier
IV","New Verifier
BMC 100
Steps","IC3 Result with 
SMTLib
(Does prop hold?)","Consistency
New Verifier IV
and IC3","Consistency
New Verifier BMC
and IC3","Consistency
New Verifier BMC
and New Verifier IV","IC3 Result
(safety & ladder 
tptp)
Does prop hold?","IC3 run time
(seconds)","Consistency
New Verifier IV
and tptp IC3","Consistency
Old Verifier IV
and tptp IC3","Consistency
Old Verifier BMC
and tptp IC3"
2_1_24_OverlapSectionsInLineOfRoute_group8,Theorem,CounterSatisfiable,no,19.0322331,CounterSatisfiable,"(error ""line 32741 column 168: unknown constant OUSROL_dot__op_N_cp_P1505A_1"")sat","(error ""line 38710 column 168: unknown constant OUSROL_dot__op_N_cp_P1505A_1"")(error ""line 38711 column 168: unknown constant OUSROL_dot__op_N_cp_P1505A_2"")sat",no,"(error ""line 1507049 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_1"")(error ""line 1507050 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_2"")(error ""line 1507051 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_3"")(error ""line 1507052 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_4"")(error ""line 1507053 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_5"")(error ""line 1507054 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_6"")(error ""line 1507055 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_7"")(error ""line 1507056 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_8"")(error ""line 1507057 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_9"")(error ""line 1507058 column 182: unknown constant OUSROL_dot__op_N_cp_P1505A_10"")(error ""line 1507059 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_11"")(error ""line 1507060 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_12"")(error ""line 1507061 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_13"")(error ""line 1507062 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_14"")(error ""line 1507063 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_15"")(error ""line 1507064 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_16"")(error ""line 1507065 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_17"")(error ""line 1507066 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_18"")(error ""line 1507067 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_19"")(error ""line 1507068 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_20"")(error ""line 1507069 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_21"")(error ""line 1507070 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_22"")(error ""line 1507071 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_23"")(error ""line 1507072 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_24"")(error ""line 1507073 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_25"")(error ""line 1507074 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_26"")(error ""line 1507075 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_27"")(error ""line 1507076 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_28"")(error ""line 1507077 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_29"")(error ""line 1507078 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_30"")(error ""line 1507079 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_31"")(error ""line 1507080 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_32"")(error ""line 1507081 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_33"")(error ""line 1507082 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_34"")(error ""line 1507083 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_35"")(error ""line 1507084 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_36"")(error ""line 1507085 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_37"")(error ""line 1507086 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_38"")(error ""line 1507087 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_39"")(error ""line 1507088 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_40"")(error ""line 1507089 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_41"")(error ""line 1507090 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_42"")(error ""line 1507091 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_43"")(error ""line 1507092 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_44"")(error ""line 1507093 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_45"")(error ""line 1507094 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_46"")(error ""line 1507095 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_47"")(error ""line 1507096 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_48"")(error ""line 1507097 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_49"")(error ""line 1507098 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_50"")(error ""line 1507099 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_51"")(error ""line 1507100 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_52"")(error ""line 1507101 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_53"")(error ""line 1507102 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_54"")(error ""line 1507103 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_55"")(error ""line 1507104 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_56"")(error ""line 1507105 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_57"")(error ""line 1507106 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_58"")(error ""line 1507107 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_59"")(error ""line 1507108 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_60"")(error ""line 1507109 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_61"")(error ""line 1507110 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_62"")(error ""line 1507111 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_63"")(error ""line 1507112 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_64"")(error ""line 1507113 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_65"")(error ""line 1507114 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_66"")(error ""line 1507115 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_67"")(error ""line 1507116 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_68"")(error ""line 1507117 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_69"")(error ""line 1507118 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_70"")(error ""line 1507119 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_71"")(error ""line 1507120 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_72"")(error ""line 1507121 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_73"")(error ""line 1507122 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_74"")(error ""line 1507123 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_75"")(error ""line 1507124 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_76"")(error ""line 1507125 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_77"")(error ""line 1507126 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_78"")(error ""line 1507127 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_79"")(error ""line 1507128 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_80"")(error ""line 1507129 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_81"")(error ""line 1507130 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_82"")(error ""line 1507131 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_83"")(error ""line 1507132 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_84"")(error ""line 1507133 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_85"")(error ""line 1507134 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_86"")(error ""line 1507135 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_87"")(error ""line 1507136 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_88"")(error ""line 1507137 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_89"")(error ""line 1507138 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_90"")(error ""line 1507139 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_91"")(error ""line 1507140 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_92"")(error ""line 1507141 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_93"")(error ""line 1507142 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_94"")(error ""line 1507143 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_95"")(error ""line 1507144 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_96"")(error ""line 1507145 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_97"")(error ""line 1507146 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_98"")(error ""line 1507147 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_99"")(error ""line 1507148 column 186: unknown constant OUSROL_dot__op_N_cp_P1505A_100"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_1_24_OverlapSectionsInLineOfRoute_group9,Theorem,CounterSatisfiable,no,19.0185834,CounterSatisfiable,"(error ""line 32741 column 168: unknown constant OUSROL_dot__op_N_cp_P1505A_1"")sat","(error ""line 38710 column 168: unknown constant OUSROL_dot__op_N_cp_P1505A_1"")(error ""line 38711 column 168: unknown constant OUSROL_dot__op_N_cp_P1505A_2"")sat",no,"(error ""line 1507049 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_1"")(error ""line 1507050 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_2"")(error ""line 1507051 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_3"")(error ""line 1507052 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_4"")(error ""line 1507053 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_5"")(error ""line 1507054 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_6"")(error ""line 1507055 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_7"")(error ""line 1507056 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_8"")(error ""line 1507057 column 179: unknown constant OUSROL_dot__op_N_cp_P1505A_9"")(error ""line 1507058 column 182: unknown constant OUSROL_dot__op_N_cp_P1505A_10"")(error ""line 1507059 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_11"")(error ""line 1507060 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_12"")(error ""line 1507061 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_13"")(error ""line 1507062 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_14"")(error ""line 1507063 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_15"")(error ""line 1507064 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_16"")(error ""line 1507065 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_17"")(error ""line 1507066 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_18"")(error ""line 1507067 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_19"")(error ""line 1507068 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_20"")(error ""line 1507069 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_21"")(error ""line 1507070 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_22"")(error ""line 1507071 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_23"")(error ""line 1507072 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_24"")(error ""line 1507073 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_25"")(error ""line 1507074 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_26"")(error ""line 1507075 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_27"")(error ""line 1507076 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_28"")(error ""line 1507077 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_29"")(error ""line 1507078 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_30"")(error ""line 1507079 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_31"")(error ""line 1507080 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_32"")(error ""line 1507081 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_33"")(error ""line 1507082 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_34"")(error ""line 1507083 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_35"")(error ""line 1507084 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_36"")(error ""line 1507085 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_37"")(error ""line 1507086 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_38"")(error ""line 1507087 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_39"")(error ""line 1507088 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_40"")(error ""line 1507089 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_41"")(error ""line 1507090 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_42"")(error ""line 1507091 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_43"")(error ""line 1507092 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_44"")(error ""line 1507093 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_45"")(error ""line 1507094 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_46"")(error ""line 1507095 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_47"")(error ""line 1507096 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_48"")(error ""line 1507097 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_49"")(error ""line 1507098 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_50"")(error ""line 1507099 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_51"")(error ""line 1507100 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_52"")(error ""line 1507101 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_53"")(error ""line 1507102 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_54"")(error ""line 1507103 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_55"")(error ""line 1507104 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_56"")(error ""line 1507105 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_57"")(error ""line 1507106 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_58"")(error ""line 1507107 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_59"")(error ""line 1507108 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_60"")(error ""line 1507109 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_61"")(error ""line 1507110 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_62"")(error ""line 1507111 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_63"")(error ""line 1507112 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_64"")(error ""line 1507113 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_65"")(error ""line 1507114 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_66"")(error ""line 1507115 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_67"")(error ""line 1507116 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_68"")(error ""line 1507117 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_69"")(error ""line 1507118 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_70"")(error ""line 1507119 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_71"")(error ""line 1507120 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_72"")(error ""line 1507121 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_73"")(error ""line 1507122 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_74"")(error ""line 1507123 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_75"")(error ""line 1507124 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_76"")(error ""line 1507125 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_77"")(error ""line 1507126 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_78"")(error ""line 1507127 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_79"")(error ""line 1507128 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_80"")(error ""line 1507129 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_81"")(error ""line 1507130 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_82"")(error ""line 1507131 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_83"")(error ""line 1507132 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_84"")(error ""line 1507133 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_85"")(error ""line 1507134 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_86"")(error ""line 1507135 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_87"")(error ""line 1507136 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_88"")(error ""line 1507137 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_89"")(error ""line 1507138 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_90"")(error ""line 1507139 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_91"")(error ""line 1507140 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_92"")(error ""line 1507141 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_93"")(error ""line 1507142 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_94"")(error ""line 1507143 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_95"")(error ""line 1507144 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_96"")(error ""line 1507145 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_97"")(error ""line 1507146 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_98"")(error ""line 1507147 column 183: unknown constant OUSROL_dot__op_N_cp_P1505A_99"")(error ""line 1507148 column 186: unknown constant OUSROL_dot__op_N_cp_P1505A_100"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_1_3_ConflictingRoutes_group0,Theorem,CounterSatisfiable,no,18.8665495,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0620956,yes,yes,yes
2_1_3_ConflictingRoutes_group1,Theorem,CounterSatisfiable,no,19.1432703,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.067362,yes,yes,yes
2_1_3_ConflictingRoutes_group10,Theorem,CounterSatisfiable,no,18.839629,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0715465,yes,yes,yes
2_1_3_ConflictingRoutes_group11,Theorem,CounterSatisfiable,no,19.1798751,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0639552,yes,yes,yes
2_1_3_ConflictingRoutes_group12,Theorem,CounterSatisfiable,no,19.2350431,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0664472,yes,yes,yes
2_1_3_ConflictingRoutes_group13,Theorem,CounterSatisfiable,no,18.7872197,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0647453,yes,yes,yes
2_1_3_ConflictingRoutes_group14,Theorem,CounterSatisfiable,no,18.8770169,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0643329,yes,yes,yes
2_1_3_ConflictingRoutes_group15,Theorem,CounterSatisfiable,no,18.8877728,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0679201,yes,yes,yes
2_1_3_ConflictingRoutes_group16,Theorem,CounterSatisfiable,no,18.8710939,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0711236,yes,yes,yes
2_1_3_ConflictingRoutes_group17,Theorem,CounterSatisfiable,no,18.9071408,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0618937,yes,yes,yes
2_1_3_ConflictingRoutes_group18,Theorem,CounterSatisfiable,no,18.7300832,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0653637,yes,yes,yes
2_1_3_ConflictingRoutes_group19,Theorem,CounterSatisfiable,no,18.8403611,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.066462,yes,yes,yes
2_1_3_ConflictingRoutes_group2,Theorem,CounterSatisfiable,no,18.8429295,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0678422,yes,yes,yes
2_1_3_ConflictingRoutes_group20,Theorem,CounterSatisfiable,no,18.8028625,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0663668,yes,yes,yes
2_1_3_ConflictingRoutes_group21,Theorem,CounterSatisfiable,no,18.7197407,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0682606,yes,yes,yes
2_1_3_ConflictingRoutes_group3,Theorem,CounterSatisfiable,no,18.9307739,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0632646,yes,yes,yes
2_1_3_ConflictingRoutes_group4,Theorem,CounterSatisfiable,no,18.9406405,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0663878,yes,yes,yes
2_1_3_ConflictingRoutes_group5,Theorem,CounterSatisfiable,no,18.8284067,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0668568,yes,yes,yes
2_1_3_ConflictingRoutes_group6,Theorem,CounterSatisfiable,no,18.9219215,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0664177,yes,yes,yes
2_1_3_ConflictingRoutes_group7,Theorem,CounterSatisfiable,no,19.0946575,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0657769,yes,yes,yes
2_1_3_ConflictingRoutes_group8,Theorem,CounterSatisfiable,no,19.0354696,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.072253,yes,yes,yes
2_1_3_ConflictingRoutes_group9,Theorem,CounterSatisfiable,no,18.8306378,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0642025,yes,yes,yes
2_1_4_LastOpposingRouteSection_group0,Theorem,CounterSatisfiable,no,18.9467076,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0677165,yes,yes,yes
